composer,url,title,date,from,originator,arranger,text author,duration,difficulty level,voicing,voicing notes,soloists,instruments,language,,,,sample performance,range notes,tessitura notes,vocal line notes,voice type notes,accompaniment,general notes,provided by
ADRIENNE ALBERT,http://www.adriennealbert.com,Daffodils,2013,,,,William Woodsworth,"4'00""",,SATB Divisi (SSAATTBB),,,,,http://www.adriennealbert.com/works_choral.html#quilt,,,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Et In Terra Pax,2007,,,,,"5'00""",,SATB,,,,,http://www.adriennealbert.com/works_choral.html#quilt,,,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Magnificat,2007,,,,,"5'00""",3,SATB Divisi (SSAATB),,,pno or org,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-magnificat.html,http://www.adriennealbert.com/scores-magnificat.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Malala,2015,,,,Malala Yousafzai,"7'00""",,SSAA,,,,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-malala1.html,http://www.adriennealbert.com/scores-malala1.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Meditation,1998,,,,,6'00'',,SATB Divisi (SSAATB),,,,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-meditation.html,http://www.adriennealbert.com/mp3/meditation.mp3,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Night,1999,,,,William Blake,6'00'',,SATB Divisi (SSAATTBB),,,,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-night.html,http://www.adriennealbert.com/scores-night.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Nunc Dimitis,2007,,,,,"4'00""",3,SATB Divisi (SSAATB),,,org,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-nunc-dimittis.html,http://www.adriennealbert.com/scores-nunc-dimittis.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Phos Hilaron,2007,,,,,"4'00""",3,SATB Divisi (SSAATB),,,org,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-phoshilaron.html,http://www.adriennealbert.com/scores-phoshilaron.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,"Place Called Home, A",2007,,,,,"6'30""",,Choir,,,2fl - 2ob - 2cl - 2bsn / 4hn - 3tpt - 3tbn - 1tba / perc / pno / SATB chor / hp / str ,,http://www.adriennealbert.com/works.html,,,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,The Cherry Tree Carol,2011,,,,Traditional,"2'00""",5,SATB,,,pno,,http://www.adriennealbert.com/works_choral.html#quilt,http://www.adriennealbert.com/scores-cherry-tree-carol.html,http://www.adriennealbert.com/scores_cherry-tree-satb.html,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Upside Down Wish List,2008,,,,Joan Ross Sorkin,,,SATB,,,fl,,http://www.adriennealbert.com/works_choral.html#quilt,,,,,,,,,,
ADRIENNE ALBERT,http://www.adriennealbert.com,Weaver Of Dreams,2003,,,,Dianna Wolfe,,,SATB Divisi (SSAATTBB),,,pno,,http://www.adriennealbert.com/works_choral.html#quilt,,,,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,Asleep in a Blanket Spun of Energy,2019,,,,Margaret Noodin,5',2,SATB Divisi and electronic track,,,electronics,"English, Ojibwe",http://www.sherelleeyles.com/koala-baby-lullaby-from-animal-songs-for-children/,http://www.sherelleeyles.com/wp-content/uploads/Koala-Baby-Lullaby-SA-p2_Part_1.pdf,,http://youtu.be/Y35qDW_QSSc,,,,,,Electronic track can be played through a full sound system or something simple such as an iPad and bluetooth speaker.,
ADRIENNE INGLIS,http://adrienneinglis.com,Cochineal,2017,,,,Adrienne Inglis,"5'07""",3,,,,electronics,"English, Spanish",https://www.sheetmusicplus.com/title/how-dare-you-for-satb-chorus-flute-nature-soundtrack-digital-sheet-music/22121190?ac=1,,https://soundcloud.com/adrienne-inglis/inglis-howdareyou,https://youtu.be/4zWP-AXDh2Q?t=4916,,,,,,"Score shows timings to line up singing with electronic track. Singers also make bubble sounds with tongue on palette, glissandi, loud whispered syllables.",
ADRIENNE INGLIS,http://adrienneinglis.com,Crying Out in the Wilderness,2008,,,,Gospel of Luke 3:2b-6 NRSV Bible,"2'50""",3,very limited divisi in SA,,,hp,English,https://www.sheetmusicplus.com/publishers/adrienne-inglis-ascap-sheet-music/3001428/,,,http://youtu.be/ZcOKGpfJWS0/,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,El mar,2020,,,,Alfonsina Storni,5',3,,,,pno,Spanish,https://www.sheetmusicplus.com/title/fireflies-for-satb-mixed-chorus-piano-and-percussion-digital-sheet-music/21850968/,,https://soundcloud.com/adrienne-inglis/fireflies?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fadrienne-inglis%252Ffireflies,,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,Fireflies,2019,,,,Margaret Noodin,4',3,,,,pno - perc,"English, Ojibwe",http://www.chaskimusic.com/images/Inglis_OureLightinOureNight.pdf,http://www.chaskimusic.com/images/Inglis_OureLightinOureNight.pdf,https://www.youtube.com/embed/BAkbYolE7W8/,https://youtu.be/RZWxgPZxw0c,,,,,,"The aleatoric sections evoke the wonder of seeing fireflies on a summer night, so more silence than sound creates a sparse, transparent texture. The optional percussion part may be played by a triangle, a mark tree, or similar high pitch ringing instrument. The pianist may add some sustain pedal in the more legato passages but most of the texture is lacy and delicate.",
ADRIENNE INGLIS,http://adrienneinglis.com,Fireflies,2019,,,,Margaret Noodin,"3'40""",3,SATB with just a few places with divisi,,"A few very short solos, both sung and whispered",pno - perc,"American Indian Dialects, English",https://www.sheetmusicplus.com/title/fireflies-for-satb-mixed-chorus-piano-and-percussion-digital-sheet-music/21850968/,https://youtu.be/9RpNvj2eZAM,https://soundcloud.com/adrienne-inglis/fireflies?si=741d19fa84a44b8d920473cdbfa77ec9,,,,,,,"The percussion part is played by a triangle, a mark tree, or similar high pitch ringing instrument. The voices sometime whisper the text.",
ADRIENNE INGLIS,http://adrienneinglis.com,For the Toad by the Kitchen Step,2021,,,,Kim Stafford,"4'50""",3,,,,pno - electronics / str,English,https://www.sheetmusicplus.com/title/for-the-toad-by-the-kitchen-step-by-adrienne-inglis-for-satb-chorus-organ-nature-soundtrack-digital-sheet-music/22143548,https://youtu.be/IjKRIb1IJvA,,https://youtu.be/kcIf3iNDLPM,,,,,,"Singers are invited to utter gentle vocal fry with different vowels, using their own heartbeat for the tempo. A few singers are invited to step quietly in place, asynchronously, to create the sound of footsteps. The organist may play assorted unpitched mechanical sounds such as pressing/lifting keys and pulling/pushing stops to sound like a noisy craft workshop.",
ADRIENNE INGLIS,http://adrienneinglis.com,How Dare You,2020,,,,Greta Thunberg,"4'19""",3,,,,fl / electronics,English,https://www.halleonard.com/product-family/PC15228/amber-waves?subsiteid=5,https://www.halleonard.com/product-family/PC15228/amber-waves?subsiteid=5,https://www.halleonard.com/product-family/PC15228/amber-waves?subsiteid=5,,,,,,,"Performance note for live or recorded performance This mostly aleatoric composition is suitable for live or recorded singing along with nature soundtrack. Observe the order of entrances, but know that much of it is not meant to line up exactly. Sing and speak quite expressively. “Flocking the flute” means to sing along closely with the flute line. When singing live, you may wish to create a V-shaped acoustic by starting the flock in the center and staggering the entrances toward the sides. If you are recording, you may flock by slightly staggering the entrances following the flute. Whenever you see a box around a passage, repeat ad libitum until you hear the cue to stop. The recording engineer may add some distortion or other effects.",
ADRIENNE INGLIS,http://adrienneinglis.com,La Ciudad Sumergida,2020,,,,Alfonsina Storni,"3'08""",2,SSAA,,Alto solo,electronics,,https://www.sheetmusicplus.com/title/la-ciudad-sumergida-the-submerged-city-for-ssaa-treble-voices-and-nature-soundtrack-digital-sheet-music/22033174?ac=1,https://www.sheetmusicplus.com/title/la-ciudad-sumergida-the-submerged-city-for-ssaa-treble-voices-and-nature-soundtrack-digital-sheet-music/22033174?ac=1,https://soundcloud.com/inversionensemble/la-ciudad-sumergida-by,https://youtu.be/nfgoLBb3HWc,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,Mother of All Things,2021,,,,Nikita Gill,"3' 58""",3,,,Two short vocal solos with range D4-D5,hp,English,https://www.sheetmusicplus.com/title/mother-of-all-things-for-ssa-and-harp-digital-sheet-music/22323007,https://youtu.be/1XPWsby4R-M,,https://youtu.be/C_VOTl22ECs,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,Os nace un Cordero,2021,,,,Santa Teresa de Jesús de Ávila,"3'30""",3,,,,hp - pno,Spanish,https://www.sheetmusicplus.com/title/the-song-of-the-harp-seal-for-ssa-and-harp-digital-sheet-music/21404863/,,https://soundcloud.com/adrienne-inglis/the-song-of-the-harp-seal-by-adrienne-inglis-august-11-2019?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.facebook.com/inversionensemble/videos/476308476522489/?t=2765/,,,,,,,
ADRIENNE INGLIS,http://adrienneinglis.com,Oure Light in Oure Night,2020,,,,Julian of Norwich,3',1,Aleatoric overlapping phrases for all voices. Could also be performed as a solo voice with looping pedal.,,One voice takes a solo in the middle of the piece.,electronics,14th century English with modern English pronunciation,https://www.sheetmusicplus.com/publishers/adrienne-inglis-ascap-sheet-music/3001428/,,https://soundcloud.com/adrienne-inglis/asleep-in-a-blanket-spun-of-energy-by-adrienne-inglis-ascap,https://youtu.be/enL--Y89Rdo,,,,,,"For live performance, the director may use a timer to cue the entrances. For zoom performance, watch the video to sing together (https://youtu.be/BAkbYolE7W8). This piece employs aleatoric singing in which singers sing independently of one another. Whisper or sing the passage once during the time frame. You choose your own tempo. If you have not finished singing your phrase when the time frame is over, go ahead and finish it so it spills over into the next frame. Even though the text uses Julian's original spelling, you may pronounce it in modern English. Sing in the octave most comfortable for you. The director may wish to organize staggered entrances so the singing is spread out over the time frame. A blue line will appear under each passage during the time to sing. The timer will help you know where you are in the piece. The solo passage in the middle may be sung by an individual for a change of texture and the opportunity to hear the entire text in one passage. It‚Äôs also fine, however, if everyone wants to sing it. To avoid audio feedback, it‚Äôs best for everyone to use headphones or earbuds. It‚Äôs also helpful to adjust output volume levels so everyone is about the same volume. If you‚Äôre singing on Zoom, be sure to share the computer sound so you hear the soundtrack.",
ADRIENNE INGLIS,http://adrienneinglis.com,Señora chichera,2022,,Traditional,Adrienne Inglis,Traditional,"3'04""",2,,,,,"Spanish, OTHER (Please specify below)",https://www.sheetmusicdirect.com/en-US/se/ID_No/1197477/Product.aspx,https://youtube.com/playlist?list=PLY9Jh0jT7VQvcM78yozLNYpIXeWzJjMPs,,https://youtu.be/2IlLbSiNf6E,,,,,,Singers are asked to stomp their feet.,
ADRIENNE INGLIS,http://adrienneinglis.com,The Song of the Harp Seal,2019,,,,Gillean McDougall,"3'40""",3,,,n/a,hp,"English, Gaelic",http://www.jwpepper.com/We-Are-the-Innocent/11202002.item#.YmIOBPPMKko,https://www.jwpepper.com/We-Are-the-Innocent/11202002.item#.Ym6KIG7MI8N,,http://www.youtube.com/watch?v=EhtPuocUCOM,,,,,,"Performance suggestion: To better portray the three voices of the narrative, have the first sopranos stand somewhat stage left, the altos stage right to create a sense of antiphony. The second sopranos may stand behind or among the audience or in an aisle or even offstage as a voice from legend.",
AGATA ZUBEL,http://www.zubel.pl/index.php/en/,Birthday,1998,,AGATA ZUBEL,,Wislawa Szymborska,4',,SATB,,,,Polish,https://www.zubel.pl/index.php/en/utwory,"https://pwm.com.pl/pl/sklep/publikacja/urodziny,agata-zubel,18471,ksiegarnia.htm",,,,,,,,,
AGATA ZUBEL,http://www.zubel.pl/index.php/en/,Lullaby,2013,,AGATA ZUBEL,,William Shakespeare,"8'00""",,SATB,,,,English,https://www.zubel.pl/index.php/en/utwory,"https://pwm.com.pl/pl/sklep/publikacja/lullaby,agata-zubel,18180,ksiegarnia.htm",https://zubel.pl/en/lullaby-2,,,,,,,,
AGATA ZUBEL,http://www.zubel.pl/index.php/en/,Of Songs,2007,,AGATA ZUBEL,,AGATA ZUBEL,"40'00""",6,,,Soprano and Cello,3fl - 3cl / 4hn - 2tpt / 2perc / cel / SATB chor / str ,Polish,https://zubel.pl/en/of-songs,,https://zubel.pl/en/of-songs,https://www.youtube.com/watch?v=C48o-TiAhos,,,,,,"https://pwm.com.pl/pl/sklep/publikacja/nad-piesniami,zubel-agata,15783,ksiegarnia.htm",
AGNETA SKÖLD,,Jubilate,2004,,,Agneta Sköld,Psalm 100,,2,SATB Divisi,,,,,http://www.gehrmans.se,https://www.gehrmans.se/butik/kor/jubilate-deo,,,,,,,,,
AGNETA SKÖLD,,Requiem,2015,,,Agneta Sköld,Requiem Text,,4,SATB Divisi,,Soprano solo,org,,http://www.gehrmans.se,https://www.gehrmans.se/butik/instrument-ensemble/requiem-12696,,,,,,,,,
ALBERTO GINASTERA,http://en.wikipedia.org/wiki/Alberto_Ginastera,Lamentaciones De Jeremias Propheta,1946,,ALBERTO GINASTERA,,,"10'00""",,SATB,,,pno,Latin,http://www.sheetmusicplus.com/title/lamentaciones-de-jeremias-propheta-sheet-music/1862944,https://www.sheetmusicplus.com/title/lamentaciones-de-jeremias-propheta-sheet-music/1862944#?source=pepperjam&publisherId=47736&clickId=4069712149&,http://www.youtube.com/watch?v=Z-3YuGqVGwk,https://www.youtube.com/watch?v=Z-3YuGqVGwk,,,,,,,
ALBERTO NEPOMUCENO,https://en.wikipedia.org/wiki/Alberto_Nepomuceno,Mass,1914,,,,,,,,,,,Latin,https://imslp.org/wiki/Mass%2C_SN13.17_(Nepomuceno%2C_Alberto),https://s9.imslp.org/files/imglnks/usimg/2/2e/IMSLP479695-PMLP777520-Nepomuceno_-_Mass_ms.pdf,,,,,,,,,
ALBERTO NEPOMUCENO,https://en.wikipedia.org/wiki/Alberto_Nepomuceno,Mass in D minor,1914,,,,,,,,,,,Latin,https://imslp.org/wiki/Mass_in_D_minor_(Nepomuceno%2C_Alberto),https://s9.imslp.org/files/imglnks/usimg/1/14/IMSLP660873-PMLP1060226-ilovepdf_merged_(2).pdf,,,,,,,,,
ALBERTO NEPOMUCENO,https://en.wikipedia.org/wiki/Alberto_Nepomuceno,Ode a Oswaldo Cruz,1917,,,,,6',,,,baritone,,Portuguese,https://imslp.org/wiki/Ode_a_Oswaldo_Cruz_(Nepomuceno%2C_Alberto),https://s9.imslp.org/files/imglnks/usimg/0/0c/IMSLP638563-PMLP1024074-nepomuceno_-_ode.pdf,https://open.spotify.com/track/5NvmKGwZJS40wxDxiWmy0i?si=be3674583a0c48a8,,,,,,,,
ALEJANDRA ODGERS,http://aleodgers.wixsite.com/alejandra-odgers,Icnocuícatl,2004,,ALEJANDRA ODGERS,,,,,,,,3*3*3*2/2220/timp/perc/hp/Choir/str,,https://www.musiccentre.ca/node/31571,,,https://www.youtube.com/watch?v=lI9Fr2c_478,,,,,,,
ALEJANDRA ODGERS,http://aleodgers.wixsite.com/alejandra-odgers,La Symphonie d'Hochelaga,2017,,ALEJANDRA ODGERS,,,,,,,,3*3*22/4231/timp/2perc/hp/choir/str,,https://www.musiccentre.ca/node/146217,,,https://www.youtube.com/watch?v=NLG8mGMDOHo&t=52s,,,,,,,
ALEJANDRO GARCÍA CATURLA,https://en.wikipedia.org/wiki/Alejandro_Garc%C3%ADa_Caturla,2 Canciones Corales,,,ALEJANDRO GARCÍA CATURLA,,,,,SATB (Six-Part Mixed Chorus),,,,Spanish,https://www.musicroom.com/product/hl00227360/alejandro-garc%C3%ADa-caturla-2-canciones-corales-mixed-choir.aspx,,https://www.youtube.com/watch?v=7IPS5jHBdsw,https://www.youtube.com/watch?v=YNCWjgwocvo,,,,,,"https://iucat.iu.edu/iub/2188633
El Caballo Blanco.
Canto de los Cafetales.",
ALEKSANDRA VREBALOV,http://www.aleksandravrebalov.com/Aleksandra/Home.html,Bubbles,2013,,ALEKSANDRA VREBALOV,, Robert Creeley and John Cage,"9'00""",,,,,,English,https://composersedition.com/aleksandra-vrebalov-bubbles-quartet-version/,https://composersedition.com/aleksandra-vrebalov-bubbles-quartet-version/,,https://www.youtube.com/watch?v=w-SOHb_7GNU,,,,,,https://www.aleksandravrebalov.com/biocv,
ALEKSANDRA VREBALOV,http://www.aleksandravrebalov.com/Aleksandra/Home.html,Stations,2007,,,,,"35'00""",,SATB,,Soprano and Baritone,,,,,,,,,,,,,
ALEKSANDRA VREBALOV,http://www.aleksandravrebalov.com/Aleksandra/Home.html,XXII,2015,,Aleksandra Vrebalov,,Jovan Jovanovich Zmaj,8',,,,"Soprano, Alto, Tenor",,OTHER (Please specify below),https://composersedition.com/aleksandra-vrebalov-xxii/,https://composersedition.com/aleksandra-vrebalov-xxii/,https://www.youtube.com/watch?v=ypP9XrSGI3k,https://www.youtube.com/watch?v=ypP9XrSGI3k,,,,,,,
ALESSANDRA SALVATI,http://www.alessandrasalvati.com,Il Re David,,,,,,,,,,Voice,,,https://www.alessandrasalvati.com/works,,,,,,,,,,
ALESSANDRA SALVATI,http://www.alessandrasalvati.com,Lu Santo Bello (The Beautiful Saint),,,,,,,,,,Soprano and Narrator,,,https://www.alessandrasalvati.com/lu-santu-bellu,,,,,,,,,,
ALEX SHAPIRO,http://www.alexshapiro.org,Because I Am,2015,,ALEX SHAPIRO,,Alex Shapiro,"1'00""",,SSAA,,,pno,English,http://www.alexshapiro.org/BecauseIAmpg1.html,https://www.alexshapiro.org/BecauseIAmpg1.html#score,http://www.alexshapiro.org/BecauseIAmpg1.html,,,,,,,Simple body percussion in the chant,
ALEX SHAPIRO,http://www.alexshapiro.org,Celebrate!,2002,,ALEX SHAPIRO,,Alex Shapiro,"5'00""",,,,,pno,English,http://www.alexshapiro.org/Celebratepg1.html,https://www.alexshapiro.org/Celebratepg1.html,http://www.alexshapiro.org/Celebratepg1.html,http://www.alexshapiro.org/Celebratepg1.html,,,,,,,
ALEX SHAPIRO,http://www.alexshapiro.org,O Death Rock Me Asleep,2019,,,,Anne Boleyn,8'30,,SATB,,,electronics,English,http://www.alexshapiro.org/ODeathRockMeAsleep.html,https://www.alexshapiro.org/ODeathRockMeAsleep.html,http://www.alexshapiro.org/ODeathRockMeAsleep.html,http://www.alexshapiro.org/ODeathRockMeAsleep.html,,,,,,,
ALEXANDER BLAKE,http://alexanderlblake.com/,Deep River,2020,,,,Traditional Spiritual,"3'40""",,,,,,English,http://www.alliancemusic.com/product.cfm?iProductID=1430,https://www.youtube.com/watch?v=4Pw-46lteLM,https://www.youtube.com/watch?v=4Pw-46lteLM,https://www.youtube.com/watch?v=4Pw-46lteLM,,,,,,,
ALEXANDRA FOL,http://www.alexandrafol.wordpress.com,"""In the name of..."" - A Cantata for 6 Singers and Chamber Orchestra",2004,,,,,"35'00""",6,,,"Two Sopranos, Alto, Two Tenors, and Bass",1eh - 1cl - 1sax / perc / pno / 1vln - 1vlc / elec,,https://cmccanada.org/shop/72147/,,,,,,,,,,
ALEXIS ALRICH,https://www.alexisalrichcomposer.com,Canticle Of The Sun,,,,,,,,SATB,,,orchestra,,http://www.alexisalrich.com/contact.html,,https://www.sfcco.org/past_concert_10.php,,,,,,,,
ALFIN BONANZA,http://alfinbonanza.wixsite.com/home,In This Short Life,2017,,,,Emily Dickinson,"5'40""",,SATB,,,,English,https://alfinbonanza.wixsite.com/home/connect,,,,,,,,,,
ALICE B. DEARDEN,http://www.choirunlimited.com/alice-dearden,Benedictus - mvmt. 5,2016,,,,Traditional Latin Text,"4'30""",3,SATB,,,pno,Latin,https://www.choirunlimited.com/full-catalog/benedictus-mvt-5,https://www.choirunlimited.com/full-catalog/benedictus-mvt-5,https://www.choirunlimited.com/full-catalog/benedictus-mvt-5,https://www.youtube.com/watch?v=fMLCERocito,,,,,,,
ALICE B. DEARDEN,http://www.choirunlimited.com/alice-dearden,Come to the House of the Lord,2011,,,,Alice B. Dearden,"1'30""",2,,,,pno,English,https://www.choirunlimited.com/full-catalog/come-to-the-house-of-the-lord-alice-dearden-atkae,https://www.choirunlimited.com/full-catalog/come-to-the-house-of-the-lord-alice-dearden-atkae,,,,,,,,,
ALICE B. DEARDEN,http://www.choirunlimited.com/alice-dearden,"Come, All Who Are Weary",2018,,,,Biblical Text; Matthew 11:28-30,"1'30""",2,,,,pno,English,https://www.choirunlimited.com/full-catalog/come-all-who-are-weary,https://www.choirunlimited.com/full-catalog/come-all-who-are-weary,https://www.choirunlimited.com/full-catalog/come-all-who-are-weary,,,,,,,,
ALICE MARY SMITH,https://en.wikipedia.org/wiki/Alice_Mary_Smith,By the Waters of Babylon,1865,,,,,"12'00""",,SATB,,,org,English,http://www.cpdl.org/wiki/index.php/The_Complete_Sacred_Choral_Music_(Alice_Mary_Smith),,http://youtu.be/Cgx2-8Cdnq4,,,,,,,,
ALICE MARY SMITH,https://en.wikipedia.org/wiki/Alice_Mary_Smith,Nunc Dimittis in E flat,1865,,,,Traditional,,,SATB,,,,English,http://www.cpdl.org/wiki/index.php/The_Complete_Sacred_Choral_Music_(Alice_Mary_Smith),,http://youtu.be/BzKg7x436Co,,,,,,,,
ALICE MARY SMITH,https://en.wikipedia.org/wiki/Alice_Mary_Smith,O Praise the Lord,1865,,,,Traditional,"7'10""",,SATB,,,org,English,http://www.cpdl.org/wiki/index.php/The_Complete_Sacred_Choral_Music_(Alice_Mary_Smith),,http://youtu.be/SwLpt7_Dczo,,,,,,,,
ALICE MARY SMITH,https://en.wikipedia.org/wiki/Alice_Mary_Smith,Ode to the North-East Wind,1875,,,,,,,,,,,,https://www.worldcat.org/title/ode-to-the-north-east-wind/oclc/916166206,,,,,,,,,,
ALICE MARY SMITH,https://en.wikipedia.org/wiki/Alice_Mary_Smith,Te Deum Laudamus in A,1865,,,,Traditional,"6'10""",,SATB,,,,English,http://www.cpdl.org/wiki/index.php/The_Complete_Sacred_Choral_Music_(Alice_Mary_Smith),,http://youtu.be/giZX5uB9N1A,,,,,,,,
